k/<k>	mean_density	std_density
0.150000	2.99764306e-01	2.10845532e-01
0.250000	3.97929561e-01	2.34032623e-01
0.450000	6.14431676e-01	3.12164626e-01
0.550000	6.57540215e-01	3.78735487e-01
0.750000	7.27134437e-01	3.93493374e-01
0.850000	7.76777870e-01	3.83563996e-01
1.050000	7.08355780e-01	3.50363218e-01
1.150000	6.29004223e-01	3.44578259e-01
1.350000	4.52695456e-01	2.80734006e-01
1.450000	5.81729980e-01	3.91063888e-01
1.650000	3.78455382e-01	2.63718190e-01
1.750000	3.61567933e-01	2.16176239e-01
1.950000	1.82279295e-01	1.86871879e-01
2.050000	1.26655975e-01	1.60543066e-01
2.250000	5.52992564e-02	1.24500723e-01
2.350000	2.35513030e-02	5.74004103e-02
2.450000	5.15516433e-03	2.20192474e-02
0.350000	5.20545523e-01	3.20563001e-01
0.650000	5.77565541e-01	3.18301041e-01
0.950000	5.98832302e-01	3.79306665e-01
1.250000	5.21963676e-01	2.99356178e-01
1.550000	4.80378764e-01	2.96531444e-01
1.850000	2.01413845e-01	1.79524872e-01
0.050000	6.17119065e-02	1.18499184e-01
2.150000	5.92606310e-02	8.79151940e-02
