k/<k>	mean_density	std_density
0.150000	2.20588235e-01	0.00000000e+00
0.250000	6.61764706e-01	0.00000000e+00
0.450000	8.08823529e-01	0.00000000e+00
0.550000	9.55882353e-01	0.00000000e+00
0.750000	1.17647059e+00	0.00000000e+00
0.850000	6.61764706e-01	0.00000000e+00
1.050000	8.82352941e-01	0.00000000e+00
1.150000	4.41176471e-01	0.00000000e+00
1.250000	1.69117647e+00	0.00000000e+00
1.450000	1.25000000e+00	0.00000000e+00
1.550000	6.61764706e-01	0.00000000e+00
1.750000	3.67647059e-01	0.00000000e+00
1.850000	1.47058824e-01	0.00000000e+00
2.050000	7.35294118e-02	0.00000000e+00
