k/<k>	mean_density	std_density
0.150000	2.80533483e-01	2.53020818e-01
0.250000	2.61997111e-01	2.82563182e-01
0.450000	5.04206853e-01	4.79750470e-01
0.550000	6.93747418e-01	5.76224991e-01
0.650000	4.94589428e-01	5.42100850e-01
0.850000	6.88416496e-01	7.24405078e-01
0.950000	8.26212026e-01	6.74927708e-01
1.150000	7.47831751e-01	8.03774520e-01
1.250000	8.21030112e-01	6.88033687e-01
1.350000	5.51083362e-01	5.38901425e-01
1.550000	5.35161363e-01	4.44076669e-01
1.650000	4.16738059e-01	4.21797833e-01
1.750000	2.03447316e-01	2.71127751e-01
0.750000	9.37819136e-01	6.00888906e-01
1.450000	5.88388545e-01	4.77138493e-01
1.850000	1.76259167e-01	2.62699629e-01
1.050000	7.42179568e-01	6.66349189e-01
0.350000	3.75902520e-01	3.78776255e-01
2.050000	7.23503382e-02	1.71617838e-01
1.950000	5.34628267e-02	1.76084684e-01
2.150000	1.23757354e-02	6.18995566e-02
2.250000	9.70413418e-03	5.14855728e-02
2.450000	3.31016220e-03	2.38699191e-02
2.550000	3.25309044e-03	2.34583687e-02
