k/<k>	mean_density	std_density
0.050000	7.87401575e-02	0.00000000e+00
0.150000	5.51181102e-01	0.00000000e+00
0.250000	7.48031496e-01	0.00000000e+00
0.350000	7.08661417e-01	0.00000000e+00
0.450000	1.57480315e-01	0.00000000e+00
0.550000	3.93700787e-01	0.00000000e+00
0.650000	3.93700787e-01	0.00000000e+00
0.750000	9.05511811e-01	0.00000000e+00
0.850000	4.33070866e-01	0.00000000e+00
0.950000	9.84251969e-01	0.00000000e+00
1.050000	4.33070866e-01	0.00000000e+00
1.150000	4.72440945e-01	0.00000000e+00
1.250000	3.54330709e-01	0.00000000e+00
1.350000	6.29921260e-01	0.00000000e+00
1.450000	5.51181102e-01	0.00000000e+00
1.550000	5.51181102e-01	0.00000000e+00
1.650000	1.57480315e-01	0.00000000e+00
1.750000	6.29921260e-01	0.00000000e+00
1.850000	6.69291339e-01	0.00000000e+00
1.950000	1.96850394e-01	0.00000000e+00
