k/<k>	mean_density	std_density
0.050000	8.90417784e-02	6.86579011e-02
0.150000	2.64107524e-01	1.57054881e-01
0.250000	3.53267975e-01	1.38173091e-01
0.350000	4.92211705e-01	1.92275795e-01
0.450000	4.37915174e-01	2.34657212e-01
0.550000	5.85592137e-01	2.61968029e-01
0.650000	6.25938343e-01	3.38531171e-01
0.750000	7.04133083e-01	3.57103360e-01
0.850000	7.25220321e-01	3.52383296e-01
0.950000	7.20887217e-01	2.79313230e-01
1.050000	7.41221209e-01	3.79669041e-01
1.150000	7.23419055e-01	3.17647904e-01
1.250000	5.42333328e-01	1.90154847e-01
1.350000	6.94108870e-01	4.28491713e-01
1.450000	6.67131309e-01	3.98121073e-01
1.550000	6.52871229e-01	3.60674678e-01
1.650000	3.83064779e-01	2.02187096e-01
1.750000	3.37084190e-01	2.61072804e-01
1.850000	1.13780290e-01	1.15361435e-01
1.950000	9.67842715e-02	1.19238455e-01
2.050000	3.89595114e-02	6.33778724e-02
2.150000	1.09266986e-02	3.13286844e-02
