k/<k>	mean_density	std_density
0.150000	2.28387108e-01	1.36487494e-01
0.250000	3.68703639e-01	2.29813301e-01
0.350000	5.25375415e-01	3.68790184e-01
0.550000	6.20123863e-01	3.43640432e-01
0.650000	7.47056400e-01	4.27122344e-01
0.750000	5.48508070e-01	4.13489214e-01
0.950000	7.74566912e-01	3.69243882e-01
1.050000	7.64945289e-01	4.03559245e-01
1.150000	7.30755994e-01	4.15469080e-01
1.250000	5.73868944e-01	3.37878901e-01
1.450000	4.50289755e-01	2.89218204e-01
1.550000	5.30883129e-01	3.32495283e-01
1.650000	5.21242460e-01	2.48953283e-01
0.450000	6.29024335e-01	4.10662734e-01
0.850000	6.61917988e-01	4.27917259e-01
1.350000	4.77684284e-01	3.98944269e-01
1.750000	2.67464888e-01	2.11134828e-01
1.850000	2.48661901e-01	1.87731392e-01
1.950000	1.96113954e-01	2.18573938e-01
2.050000	4.80375347e-02	7.43302095e-02
2.150000	5.07763702e-02	1.26797399e-01
0.050000	1.50107734e-02	3.89365548e-02
2.350000	5.33333333e-03	2.61278906e-02
2.250000	1.00728540e-02	3.34590272e-02
2.450000	5.19480519e-03	2.54492441e-02
