k/<k>	mean_density	std_density
0.150000	2.94919280e-01	1.06009302e-01
0.250000	3.13579182e-01	2.30541448e-01
0.350000	5.65121591e-01	3.23651971e-01
0.550000	9.53650704e-01	2.88671804e-01
0.650000	6.40936619e-01	3.97112332e-01
0.750000	7.65812883e-01	3.75039002e-01
0.850000	8.94359584e-01	4.38873030e-01
1.050000	9.02065011e-01	3.80178253e-01
1.150000	6.20915144e-01	4.16586433e-01
1.250000	5.88700581e-01	3.92943115e-01
1.450000	4.65545509e-01	2.78375725e-01
1.550000	3.24014052e-01	2.36376513e-01
1.650000	3.24418254e-01	2.00051846e-01
1.750000	2.36098140e-01	1.38289096e-01
1.950000	1.31219083e-01	1.24444438e-01
2.050000	1.53885957e-01	1.04060622e-01
2.150000	9.38766861e-02	1.08771318e-01
2.250000	7.10358401e-02	8.59544580e-02
2.450000	4.28423506e-02	5.70800513e-02
2.550000	3.75487621e-02	5.74301488e-02
2.850000	1.19077129e-02	2.20458347e-02
0.950000	4.68732065e-01	4.69415117e-01
1.850000	2.47609589e-01	1.48177714e-01
0.450000	4.42069301e-01	3.60347044e-01
1.350000	3.47754432e-01	3.21977551e-01
2.350000	3.24909478e-02	5.08162407e-02
2.650000	1.69191650e-02	3.78550068e-02
2.750000	8.54222027e-03	2.74165151e-02
3.050000	3.42935528e-03	1.74863495e-02
