k/<k>	mean_density	std_density
0.450000	5.78951448e-01	6.01065754e-01
0.650000	5.50910490e-01	6.54135928e-01
0.850000	5.79472910e-01	8.39235049e-01
1.050000	5.64032741e-01	8.30540626e-01
1.250000	3.19917460e-01	4.82764945e-01
1.450000	6.55820504e-01	6.69145787e-01
1.650000	2.22125199e-01	2.84169594e-01
1.850000	1.85670963e-01	3.18533110e-01
0.150000	2.42671103e-01	2.18452052e-01
0.750000	6.89915276e-01	7.87477113e-01
0.950000	8.15053229e-01	9.85994661e-01
1.550000	5.36536547e-01	5.41993654e-01
2.050000	7.78601018e-02	1.68789834e-01
0.350000	5.23463206e-01	5.46487055e-01
0.550000	6.09708717e-01	5.79783998e-01
1.150000	1.25901325e+00	9.17684003e-01
1.350000	7.52173021e-01	7.28924770e-01
0.250000	3.97511693e-01	4.58986844e-01
1.950000	1.22143493e-01	2.13721747e-01
2.450000	1.76366843e-02	8.99297974e-02
1.750000	2.72821270e-01	2.92080389e-01
2.250000	2.65906933e-02	9.24605377e-02
