k/<k>	mean_density	std_density
0.050000	3.71970065e-02	9.49908626e-02
0.150000	3.37105790e-01	2.68471309e-01
0.250000	2.80712084e-01	2.86418711e-01
0.350000	4.59895439e-01	2.37958853e-01
0.450000	4.84860317e-01	3.63926967e-01
0.550000	7.03273954e-01	3.60175045e-01
0.650000	7.09202663e-01	3.01925944e-01
0.750000	5.64507557e-01	4.52114466e-01
0.850000	8.45663086e-01	5.77712329e-01
0.950000	6.11670400e-01	6.38030143e-01
1.050000	8.49995074e-01	6.75766044e-01
1.150000	7.03977668e-01	5.11662149e-01
1.250000	6.23669135e-01	4.67699900e-01
1.350000	7.68272264e-01	4.80120610e-01
1.450000	4.56534206e-01	4.06636787e-01
1.550000	4.19771738e-01	2.86636281e-01
1.650000	3.69446758e-01	2.63364556e-01
1.750000	2.58933626e-01	2.38363562e-01
1.850000	2.16326388e-01	1.98777261e-01
2.050000	8.51105472e-02	1.50325115e-01
1.950000	1.62544946e-01	1.71906319e-01
2.150000	2.17431573e-02	5.35345092e-02
2.350000	1.42551675e-02	6.68626623e-02
2.450000	7.12758375e-03	3.34313311e-02
2.250000	8.20344545e-03	3.84775698e-02
