k/<k>	mean_density	std_density
0.050000	6.82870370e-02	5.65513255e-02
0.150000	2.08726171e-01	7.76168164e-02
0.250000	5.07850719e-01	2.01492422e-01
0.350000	5.58404913e-01	2.93650990e-01
0.450000	4.79628279e-01	9.47702459e-02
0.550000	4.44781302e-01	4.10162560e-01
0.650000	9.02413709e-01	3.82567312e-01
0.750000	7.71808382e-01	1.87671712e-01
0.850000	7.67455148e-01	3.50451625e-01
0.950000	7.03797741e-01	1.67433123e-01
1.050000	3.11014373e-01	1.34946758e-01
1.150000	7.09308382e-01	2.74433480e-01
1.250000	5.03935913e-01	1.24849544e-01
1.350000	7.82873176e-01	5.02208197e-01
1.450000	4.47821331e-01	1.34398897e-01
1.550000	4.93444237e-01	2.32366747e-01
1.650000	3.49165305e-01	1.58349836e-01
1.750000	2.49257186e-01	2.25129349e-01
1.850000	2.81020623e-01	1.67192941e-01
1.950000	1.96689836e-01	8.42223076e-02
2.050000	9.35641342e-02	8.20771217e-02
2.150000	5.59701493e-02	9.69431422e-02
2.350000	7.51879699e-02	1.30229384e-01
2.450000	3.75939850e-02	6.51146920e-02
