k/<k>	mean_density	std_density
0.150000	3.12374644e-01	2.03162277e-01
0.250000	3.94099264e-01	2.81104445e-01
0.350000	4.43238551e-01	2.79357497e-01
0.450000	5.21080124e-01	3.95499645e-01
0.650000	7.27595117e-01	4.80167593e-01
0.750000	7.46840846e-01	4.41249702e-01
0.850000	7.75401363e-01	4.26935032e-01
0.950000	6.34147456e-01	4.42575693e-01
1.150000	6.16115380e-01	3.71724174e-01
1.250000	7.30712157e-01	4.97492737e-01
1.350000	5.95176690e-01	3.71713483e-01
1.450000	4.59348967e-01	3.47762225e-01
1.650000	3.58380984e-01	2.62094859e-01
1.750000	2.91854640e-01	2.49804272e-01
1.850000	1.54414218e-01	1.97575524e-01
0.550000	5.74653267e-01	3.56179276e-01
1.050000	7.32860781e-01	4.33077778e-01
1.550000	5.44870924e-01	3.54070985e-01
1.950000	1.61874080e-01	2.01065214e-01
2.050000	8.98154609e-02	1.37042108e-01
2.150000	5.83010020e-02	1.05799277e-01
0.050000	1.41414031e-02	5.59276209e-02
2.250000	2.76239150e-02	6.77141669e-02
2.650000	6.12491373e-03	3.51925719e-02
2.350000	2.55362690e-02	7.32854556e-02
3.050000	1.18793062e-03	9.79592688e-03
2.450000	2.22965440e-03	1.83862012e-02
