k/<k>	mean_density	std_density
0.050000	9.02089730e-02	5.51031512e-02
0.150000	2.02441458e-01	1.11668255e-01
0.250000	4.46803216e-01	1.98410436e-01
0.350000	4.83067890e-01	2.14830473e-01
0.450000	6.31969977e-01	2.52030214e-01
0.550000	7.21642635e-01	5.89941037e-01
0.650000	5.60939174e-01	1.58485352e-01
0.750000	5.26074497e-01	3.33811872e-01
0.850000	7.84170862e-01	3.01262771e-01
0.950000	6.94065926e-01	5.10388191e-01
1.050000	8.20608155e-01	3.13885436e-01
1.150000	7.24786749e-01	2.57043236e-01
1.250000	4.23571056e-01	2.01637234e-01
1.350000	5.31908117e-01	2.85408993e-01
1.450000	4.03846793e-01	1.60491362e-01
1.550000	7.07592362e-01	4.39209572e-01
1.650000	3.73722045e-01	1.83352815e-01
1.750000	3.31451935e-01	1.65881831e-01
1.850000	1.95976692e-01	9.24164329e-02
1.950000	1.43313116e-01	9.83160626e-02
2.050000	4.81897988e-02	2.43760243e-02
2.150000	2.60907403e-02	2.75542885e-02
2.250000	3.02933957e-02	5.73160499e-02
2.350000	2.43161094e-02	5.95620606e-02
2.450000	1.82370821e-02	4.46715455e-02
2.550000	5.47112462e-02	1.34014636e-01
