k/<k>	mean_density	std_density
0.150000	2.84118629e-01	7.32423939e-02
0.350000	4.55153929e-01	2.44938290e-01
0.450000	6.99350635e-01	2.58304893e-01
0.650000	9.31503907e-01	3.16132452e-01
0.750000	6.16655072e-01	3.44255150e-01
0.950000	6.44525894e-01	3.26663550e-01
1.150000	6.19250440e-01	3.76339771e-01
1.250000	5.19983140e-01	3.54430228e-01
1.450000	2.54099179e-01	1.95161676e-01
1.550000	3.48756577e-01	2.10917241e-01
1.750000	1.94889832e-01	1.16386483e-01
1.850000	1.55986675e-01	1.12377616e-01
2.050000	1.11533128e-01	9.36626865e-02
2.250000	1.01517914e-01	7.30981853e-02
2.350000	5.89653470e-02	5.39883079e-02
2.550000	5.16618723e-02	5.67614777e-02
2.650000	2.67899755e-02	3.68373986e-02
2.850000	1.15735013e-02	1.98067327e-02
2.950000	1.22671513e-02	2.69051790e-02
0.250000	3.79944372e-01	2.39071060e-01
0.550000	6.99572913e-01	3.20201183e-01
0.850000	7.70637558e-01	3.18391883e-01
1.050000	7.74622291e-01	3.53701890e-01
1.350000	6.44061779e-01	2.17824602e-01
1.650000	3.13011886e-01	1.52282642e-01
1.950000	1.44623730e-01	7.13134753e-02
2.150000	9.51242210e-02	7.81071733e-02
2.450000	4.45715552e-02	3.97828120e-02
2.750000	1.29790059e-02	2.00656952e-02
3.050000	6.07732558e-03	1.98106353e-02
3.250000	3.57963349e-03	1.67004774e-02
3.350000	2.17907326e-03	9.11121575e-03
3.550000	2.10084034e-03	1.22498989e-02
3.650000	2.17907326e-03	9.11121575e-03
3.750000	7.00280112e-04	4.08329965e-03
3.950000	7.00280112e-04	4.08329965e-03
3.150000	3.19435723e-03	1.27878428e-02
3.450000	1.55702608e-03	9.07894417e-03
