k/<k>	mean_density	std_density
0.250000	4.23798660e-01	2.91397004e-01
0.450000	5.02579111e-01	5.56316840e-01
0.750000	6.75330109e-01	6.88327566e-01
0.950000	7.10947027e-01	7.85743374e-01
1.150000	8.72965292e-01	8.41308763e-01
1.450000	5.47218368e-01	6.08493798e-01
1.650000	3.40477599e-01	3.79918503e-01
0.550000	7.04133695e-01	6.70009771e-01
0.850000	8.35620804e-01	8.37510191e-01
1.750000	2.07452746e-01	3.45757282e-01
0.650000	7.35351159e-01	6.49958743e-01
1.350000	6.07752391e-01	6.65365081e-01
1.550000	5.39088585e-01	5.20524640e-01
1.850000	1.82735452e-01	2.77461014e-01
2.250000	2.42115956e-02	7.99417170e-02
1.050000	8.29515462e-01	7.90452622e-01
1.250000	5.92745057e-01	6.43019304e-01
2.050000	6.95666010e-02	2.13408728e-01
2.450000	5.14185360e-03	2.72745308e-02
1.950000	6.57003835e-02	1.58177501e-01
2.350000	1.21687146e-02	4.93875251e-02
0.350000	3.24829763e-01	4.38491199e-01
0.150000	1.46745442e-01	2.22817332e-01
2.150000	3.65646275e-02	1.17549980e-01
2.950000	2.19298246e-03	1.64107780e-02
3.150000	2.19298246e-03	1.64107780e-02
2.550000	2.97353553e-03	2.22519024e-02
