k/<k>	mean_density	std_density
0.150000	2.54427855e-01	2.70508977e-01
0.350000	5.78840148e-01	5.71214906e-01
0.450000	6.07385915e-01	5.88187575e-01
0.650000	7.25529397e-01	5.62439176e-01
0.850000	6.03923025e-01	5.94572002e-01
0.950000	6.62343446e-01	7.26037787e-01
1.150000	6.44366905e-01	6.73452333e-01
1.350000	4.31335198e-01	5.74275437e-01
1.450000	5.02924106e-01	3.96192376e-01
1.650000	3.50915905e-01	3.52019056e-01
1.750000	3.70529870e-01	3.54389589e-01
1.950000	1.63088933e-01	2.46112365e-01
0.550000	5.55524195e-01	5.87561231e-01
0.750000	7.57755511e-01	8.74980338e-01
1.050000	8.00042600e-01	6.43000488e-01
1.250000	8.17883613e-01	6.06764306e-01
1.550000	4.17658167e-01	4.70974125e-01
2.150000	5.01350925e-02	1.25846045e-01
2.050000	8.34138705e-02	1.79308939e-01
0.250000	3.23083508e-01	3.37211940e-01
1.850000	2.07174310e-01	2.51122073e-01
2.250000	6.53759773e-02	1.50346689e-01
0.050000	2.12765957e-02	1.44304893e-01
2.450000	5.06585613e-03	3.43583079e-02
