k/<k>	mean_density	std_density
0.050000	8.08652176e-02	3.09267163e-02
0.150000	2.56175768e-01	7.29173638e-02
0.250000	2.90269622e-01	1.77232608e-01
0.350000	4.71251300e-01	6.66367589e-02
0.450000	4.58165460e-01	1.67245136e-01
0.550000	4.70824343e-01	2.19360003e-01
0.650000	8.78431761e-01	2.77872052e-01
0.750000	4.17582256e-01	1.30084289e-01
0.850000	7.33489380e-01	8.54800221e-02
0.950000	6.94693542e-01	2.17601672e-01
1.050000	1.10047174e+00	3.89702616e-01
1.150000	7.71442918e-01	4.34810483e-01
1.250000	6.57969574e-01	3.47526270e-01
1.350000	8.45185212e-01	1.31206209e-01
1.450000	4.52995874e-01	1.43473979e-01
1.550000	4.69168444e-01	1.32695669e-01
1.650000	2.56728789e-01	3.40724466e-02
1.750000	3.77690965e-01	2.56255889e-01
1.850000	1.19259034e-01	9.84928448e-02
1.950000	1.29674831e-01	1.03923381e-01
2.050000	5.25393266e-02	3.36889678e-02
2.150000	1.51246464e-02	2.15804086e-02
