k/<k>	mean_density	std_density
0.050000	1.23750115e-01	1.07448817e-01
0.150000	3.78162016e-01	2.01233684e-01
0.250000	5.09861376e-01	3.26852085e-01
0.350000	6.16067852e-01	2.19491418e-01
0.450000	6.15061389e-01	3.51423920e-01
0.550000	6.70984251e-01	2.85325296e-01
0.650000	5.49595325e-01	1.82715481e-01
0.750000	5.45641393e-01	2.23234142e-01
0.850000	6.00375191e-01	2.79046515e-01
0.950000	6.72909421e-01	3.30262481e-01
1.050000	5.78789195e-01	3.21170595e-01
1.150000	6.39716550e-01	4.13130372e-01
1.250000	4.59582133e-01	1.98457689e-01
1.350000	4.61200231e-01	3.01291422e-01
1.450000	4.56932479e-01	2.70439345e-01
1.550000	4.22314764e-01	1.45081052e-01
1.650000	4.31157853e-01	1.89413409e-01
1.750000	3.26465912e-01	2.11710437e-01
1.850000	2.61128678e-01	1.10028496e-01
1.950000	2.00066739e-01	1.12864543e-01
2.050000	2.02637567e-01	1.39333544e-01
2.350000	5.27877560e-02	4.31157270e-02
2.550000	1.42685684e-02	1.98564149e-02
2.150000	1.12230551e-01	9.97429301e-02
2.250000	7.13556955e-02	6.67611688e-02
2.450000	2.69569979e-02	3.29688987e-02
