k/<k>	mean_density	std_density
0.150000	3.08667352e-01	1.61448438e-01
0.250000	3.20459866e-01	3.77332115e-01
0.350000	7.04636588e-01	1.83146888e-01
0.550000	4.60802757e-01	3.47847275e-01
0.650000	9.75892249e-01	3.18404785e-01
0.750000	5.22731435e-01	3.84767603e-01
0.850000	8.87619286e-01	3.58229406e-01
1.050000	8.12126531e-01	4.91236655e-01
1.150000	6.66329958e-01	4.33559544e-01
1.250000	6.10020730e-01	3.70735243e-01
1.350000	3.57187007e-01	3.19970707e-01
1.550000	5.13809027e-01	4.29416556e-01
1.650000	2.81833964e-01	2.26618856e-01
0.450000	4.31067220e-01	3.81633053e-01
0.950000	8.06718125e-01	3.94366471e-01
1.450000	3.33152919e-01	3.71756822e-01
1.950000	2.30194312e-01	2.49736392e-01
2.050000	1.21075272e-01	8.54884947e-02
2.150000	4.22101830e-02	6.96467661e-02
2.250000	6.54847906e-02	8.44791968e-02
2.450000	1.54920786e-01	3.03218435e-01
2.550000	2.55102041e-02	6.24869832e-02
1.750000	2.41415183e-01	2.78680769e-01
1.850000	1.26134258e-01	2.43541350e-01
