k/<k>	mean_density	std_density
0.250000	1.99039948e-01	2.80281054e-01
0.450000	5.50147407e-01	6.16951971e-01
0.650000	9.22771752e-01	4.83953004e-01
0.850000	6.37463191e-01	5.73307399e-01
1.050000	5.33464142e-01	5.25661288e-01
1.250000	4.96110932e-01	4.19747619e-01
1.550000	4.33326520e-01	2.63000108e-01
1.950000	1.48562727e-01	1.37843566e-01
2.150000	1.07660134e-01	1.12407385e-01
2.350000	1.26046396e-01	1.12989087e-01
2.550000	7.09980315e-02	1.02395774e-01
2.750000	6.31825787e-02	1.14910195e-01
0.150000	3.09920413e-01	1.22116847e-01
0.350000	8.86438055e-01	2.81212499e-01
0.550000	7.27559172e-01	4.82787614e-01
0.750000	7.70565664e-01	5.38739289e-01
1.450000	3.99872792e-01	3.00738046e-01
2.450000	3.33932773e-02	4.89534224e-02
2.650000	3.98095238e-02	7.72894811e-02
2.850000	1.58730159e-02	4.76190476e-02
3.050000	7.93650794e-03	2.38095238e-02
0.950000	7.61306248e-01	5.43847402e-01
1.150000	5.46703716e-01	3.09213612e-01
1.350000	4.01647998e-01	3.54755473e-01
1.650000	4.11073949e-01	2.90727480e-01
1.850000	2.57574448e-01	2.55281176e-01
2.050000	4.61772841e-02	6.60507847e-02
1.750000	2.38740157e-02	4.89223615e-02
2.250000	7.15001600e-02	1.21244241e-01
