k/<k>	mean_density	std_density
0.150000	2.42929854e-01	1.19352562e-01
0.250000	5.01034214e-01	1.72724203e-01
0.350000	5.86310557e-01	1.51689729e-01
0.450000	7.12274703e-01	1.87954755e-01
0.550000	7.44553636e-01	2.90013535e-01
0.650000	7.60778106e-01	2.16888915e-01
0.750000	7.08488032e-01	2.32002073e-01
0.850000	6.71770415e-01	2.25692085e-01
0.950000	6.91719916e-01	2.34716661e-01
1.050000	6.23472411e-01	2.12617201e-01
1.150000	5.08325880e-01	2.40745788e-01
1.250000	4.58743321e-01	1.82362470e-01
1.350000	4.28136618e-01	2.03135324e-01
1.450000	4.01455637e-01	1.71990453e-01
1.550000	3.20044552e-01	1.68122386e-01
1.650000	3.09172562e-01	1.63844982e-01
1.750000	2.71591618e-01	1.42451460e-01
1.850000	1.91447043e-01	9.59347348e-02
1.950000	1.66839819e-01	7.77597106e-02
2.050000	1.65499477e-01	9.64029710e-02
2.250000	9.72905975e-02	6.09452947e-02
2.350000	9.30072282e-02	7.04796147e-02
2.450000	5.92854782e-02	5.63240224e-02
2.550000	3.47421623e-02	3.68477208e-02
2.150000	1.17054956e-01	7.84306568e-02
2.650000	3.60051795e-02	5.24258761e-02
2.850000	1.43737496e-02	2.53473249e-02
2.950000	7.88463811e-03	1.69125596e-02
3.150000	7.24725254e-03	2.67880243e-02
3.250000	3.62568772e-03	1.23710587e-02
0.050000	3.99696752e-02	6.10737167e-02
2.750000	1.91184006e-02	3.74523234e-02
3.050000	5.05383808e-03	1.78729109e-02
3.350000	7.52785306e-04	4.45353793e-03
