k/<k>	mean_density	std_density
0.150000	3.75995462e-01	2.03440361e-01
0.350000	3.63316853e-01	3.80855090e-01
0.450000	7.56484728e-01	5.70800532e-01
0.650000	9.90137997e-01	5.83281767e-01
0.850000	1.12879436e+00	5.65235037e-01
0.950000	7.52304015e-01	7.34311960e-01
1.150000	4.50725745e-01	6.22269325e-01
1.350000	3.91341448e-01	2.35978230e-01
1.450000	7.15405202e-01	3.82400000e-01
1.650000	2.47644512e-01	2.54017077e-01
1.850000	3.27205454e-01	4.12304693e-01
0.250000	3.96641775e-01	2.96968246e-01
0.750000	1.93964378e-01	3.29672072e-01
1.050000	8.44368210e-01	8.04594097e-01
1.250000	5.38251626e-01	4.55234798e-01
1.550000	1.34770889e-01	2.02006533e-01
1.750000	3.28301887e-01	3.25061723e-01
1.950000	2.24755799e-01	1.89873442e-01
0.550000	4.98065098e-01	6.05940230e-01
2.050000	2.34192037e-02	5.73650994e-02
2.250000	7.02576112e-02	1.72095298e-01
2.150000	1.77603529e-01	2.06251578e-01
2.350000	7.02442212e-02	1.06627244e-01
