k/<k>	mean_density	std_density
0.150000	2.65331154e-01	1.54352816e-01
0.250000	3.22106128e-01	2.19607851e-01
0.350000	5.87258847e-01	4.15479966e-01
0.550000	6.52703260e-01	4.77934949e-01
0.650000	7.15292135e-01	3.92064579e-01
0.750000	7.43656359e-01	4.10518182e-01
0.950000	6.45290250e-01	4.67333126e-01
1.050000	7.51870811e-01	5.09781102e-01
1.150000	8.16937036e-01	5.67966292e-01
1.350000	6.00021567e-01	4.21463049e-01
1.550000	5.18000929e-01	3.57144273e-01
1.750000	3.19843463e-01	2.33917280e-01
1.850000	1.71013524e-01	2.42559202e-01
1.950000	1.52875563e-01	1.85426890e-01
2.050000	5.54742602e-02	9.44147645e-02
2.250000	3.12087358e-02	7.27715043e-02
0.050000	2.11148533e-02	7.11863670e-02
0.450000	4.41082865e-01	4.05367917e-01
0.850000	6.73843535e-01	4.21609746e-01
1.250000	6.21562910e-01	4.42116591e-01
1.450000	4.58995012e-01	3.69035494e-01
1.650000	3.71862239e-01	3.20302894e-01
2.150000	4.11722220e-02	9.40483070e-02
2.350000	9.90506826e-03	3.54470681e-02
2.450000	6.38695137e-03	2.46428988e-02
2.550000	5.19032143e-03	2.03453835e-02
