k/<k>	mean_density	std_density
0.250000	2.15046758e-01	2.57418743e-01
0.450000	5.07359912e-01	5.14294446e-01
0.650000	7.85722812e-01	6.51299986e-01
0.850000	9.43064870e-01	5.20565928e-01
1.050000	6.46603076e-01	5.36218478e-01
1.250000	5.87548290e-01	3.73647723e-01
1.450000	5.70637343e-01	3.66180001e-01
1.650000	4.57331019e-01	3.18621052e-01
1.850000	1.77851048e-01	1.87368558e-01
2.050000	1.61801370e-01	1.75249354e-01
2.250000	5.50667435e-02	8.97803305e-02
0.150000	2.79402689e-01	2.14469544e-01
0.350000	6.76155971e-01	3.28624700e-01
0.550000	7.12483182e-01	4.79888992e-01
0.750000	6.42437101e-01	4.64977770e-01
0.950000	6.13259994e-01	4.83438837e-01
1.150000	7.00869870e-01	5.58074251e-01
1.350000	3.15728419e-01	4.01863829e-01
1.750000	2.88111334e-01	2.31818535e-01
1.950000	1.96967359e-01	2.07781368e-01
1.550000	3.73259646e-01	3.12413619e-01
2.150000	6.34919155e-02	8.80254115e-02
2.350000	2.97992778e-02	7.18777315e-02
