k/<k>	mean_density	std_density
0.150000	2.38833915e-01	9.93900200e-02
0.250000	4.81969797e-01	1.94974630e-01
0.350000	5.58839041e-01	1.73349783e-01
0.450000	6.52978369e-01	2.61678782e-01
0.550000	7.08126748e-01	2.59361486e-01
0.650000	7.54615637e-01	2.23750832e-01
0.750000	6.79331149e-01	2.55721689e-01
0.850000	6.93111407e-01	2.31430392e-01
0.950000	7.41631201e-01	3.20206615e-01
1.050000	6.52093938e-01	1.92526442e-01
1.250000	4.54321966e-01	2.06102142e-01
1.350000	4.65779243e-01	2.40188353e-01
1.450000	3.80029598e-01	1.78652168e-01
1.550000	3.68592045e-01	1.83175244e-01
1.650000	2.75537867e-01	1.82952643e-01
1.750000	2.42191066e-01	1.34951356e-01
1.850000	2.39588344e-01	1.08280515e-01
1.950000	1.73473048e-01	8.97140501e-02
2.050000	1.35417993e-01	8.03898294e-02
2.150000	1.08721298e-01	7.19001640e-02
2.750000	1.27402673e-02	2.76145172e-02
1.150000	6.06778596e-01	2.31813337e-01
2.250000	9.66586606e-02	6.27148374e-02
2.350000	6.47301713e-02	5.55672785e-02
2.550000	3.99843935e-02	4.41815285e-02
0.050000	7.04277722e-02	8.13778618e-02
2.450000	6.49877989e-02	6.49809868e-02
2.650000	2.19015441e-02	4.50891578e-02
2.850000	4.13663311e-03	1.55904678e-02
2.950000	4.10672884e-03	1.38344823e-02
3.050000	5.87564856e-03	2.54114905e-02
3.150000	2.48811469e-03	8.01396888e-03
