k/<k>	mean_density	std_density
0.150000	2.66170816e-01	2.18727315e-01
0.250000	3.28893454e-01	2.94505077e-01
0.450000	5.05602956e-01	4.04322447e-01
0.550000	7.16140335e-01	4.76195411e-01
0.750000	5.97451744e-01	4.58139414e-01
0.850000	8.19140168e-01	5.55595234e-01
1.050000	7.25179900e-01	5.59972434e-01
1.150000	8.22572242e-01	5.63789076e-01
1.450000	5.42939842e-01	3.94487114e-01
1.650000	4.13774738e-01	3.55099269e-01
1.750000	2.81158959e-01	3.08392788e-01
1.950000	1.50001844e-01	1.70629554e-01
0.950000	6.17662821e-01	4.14607682e-01
1.250000	6.26366225e-01	4.53553869e-01
1.550000	4.54218839e-01	3.37095264e-01
1.850000	1.32773188e-01	1.97283679e-01
2.250000	3.23645129e-02	8.89257739e-02
0.350000	5.67904652e-01	3.96678468e-01
0.650000	6.12083860e-01	4.02898933e-01
1.350000	6.36977648e-01	5.51292799e-01
2.150000	6.06468613e-02	1.25548647e-01
2.050000	5.42165449e-02	1.13308022e-01
2.450000	6.37963507e-03	3.33266231e-02
0.050000	1.10887298e-02	5.66824057e-02
2.550000	3.57185932e-03	2.20674117e-02
2.350000	1.21586323e-02	5.40238617e-02
2.650000	2.55899215e-03	1.55525779e-02
