k/<k>	mean_density	std_density
0.150000	2.93775012e-01	1.84468426e-01
0.250000	4.27230275e-01	1.83586512e-01
0.350000	4.90857993e-01	2.56482499e-01
0.450000	6.15513736e-01	3.39452304e-01
0.550000	5.96408774e-01	2.62003893e-01
0.750000	6.67330447e-01	3.20929485e-01
0.850000	6.43678072e-01	3.21641158e-01
0.950000	6.27973720e-01	3.22598716e-01
1.050000	6.65437834e-01	3.05121863e-01
1.150000	6.86617125e-01	3.49013352e-01
1.250000	6.47945440e-01	4.15479526e-01
1.450000	5.48573321e-01	3.05369906e-01
1.550000	5.57277653e-01	3.25100027e-01
1.650000	4.61183688e-01	2.49779235e-01
1.750000	2.86955723e-01	2.46067890e-01
0.650000	5.27863335e-01	2.55449952e-01
1.350000	6.69682585e-01	4.01730184e-01
1.850000	2.22856989e-01	1.83566125e-01
0.050000	1.06918050e-01	1.34501304e-01
1.950000	1.49250869e-01	1.54149141e-01
2.050000	6.48105638e-02	1.05985774e-01
2.250000	1.54334683e-02	4.85891758e-02
2.350000	3.19605628e-03	1.78920899e-02
2.150000	2.05063321e-02	5.21211645e-02
2.650000	1.36147039e-03	1.08917631e-02
2.450000	1.36147039e-03	1.08917631e-02
