k/<k>	mean_density	std_density
0.150000	2.61958873e-01	1.68876978e-01
0.350000	4.51852547e-01	2.93728543e-01
0.550000	6.36862327e-01	2.87959055e-01
0.650000	7.45010640e-01	3.97605688e-01
0.750000	6.00357745e-01	3.30327233e-01
0.950000	6.15353507e-01	3.87607978e-01
1.050000	7.94118767e-01	4.28185426e-01
1.150000	6.56101977e-01	3.59907303e-01
1.250000	6.62581515e-01	3.25008372e-01
1.350000	6.83375506e-01	3.64629954e-01
1.450000	5.93649826e-01	3.42933199e-01
1.550000	4.30442885e-01	2.47166843e-01
0.250000	3.94454626e-01	2.41049597e-01
0.450000	5.38705086e-01	3.54440870e-01
0.850000	7.12050076e-01	4.29287144e-01
1.650000	3.96813855e-01	2.31018699e-01
1.750000	2.19069333e-01	2.00427701e-01
1.850000	2.28850736e-01	1.97546326e-01
1.950000	1.56592151e-01	1.53944853e-01
2.050000	7.36067330e-02	8.96936811e-02
2.150000	3.43754844e-02	6.64658965e-02
2.250000	2.42986428e-02	5.47476193e-02
2.550000	3.09310238e-03	2.39590680e-02
0.050000	4.83817670e-02	1.16436308e-01
2.450000	7.02797885e-03	3.80201884e-02
2.650000	1.56128025e-03	1.20936248e-02
2.950000	1.56128025e-03	1.20936248e-02
2.350000	2.64014403e-02	6.55133190e-02
2.750000	1.49031297e-03	1.15439146e-02
