k/<k>	mean_density	std_density
0.150000	2.25409197e-01	2.46259692e-01
0.350000	6.49215003e-01	6.69463845e-01
0.450000	4.17488355e-01	5.14433014e-01
0.650000	5.67427367e-01	6.19350525e-01
0.750000	8.83938725e-01	7.24494022e-01
0.950000	8.87700569e-01	8.61973169e-01
1.050000	5.83711749e-01	7.15942700e-01
1.250000	2.59454117e-01	4.44433128e-01
1.350000	9.73654722e-01	4.65602837e-01
1.550000	4.78939439e-01	3.33096874e-01
1.750000	3.83661741e-01	2.94975308e-01
1.850000	1.23132482e-01	1.51224737e-01
2.150000	7.51810640e-02	1.43580729e-01
0.550000	7.00730558e-01	5.00629308e-01
1.150000	9.93294274e-01	6.90987343e-01
1.950000	9.10390788e-02	1.30756973e-01
0.250000	2.08137090e-01	2.13637316e-01
0.850000	9.25438295e-01	9.31135253e-01
1.450000	2.07136015e-01	4.55133213e-01
1.650000	1.44756388e-01	2.65032418e-01
2.050000	1.24614991e-01	1.72121549e-01
2.250000	6.20734612e-02	1.16424719e-01
2.450000	1.69033130e-02	4.52891040e-02
2.650000	5.38793103e-03	2.08673672e-02
2.550000	1.15740741e-02	4.48261961e-02
