k/<k>	mean_density	std_density
0.050000	1.03033528e-01	1.15765638e-01
0.150000	2.32766394e-01	1.25647370e-01
0.250000	4.52552905e-01	1.66733635e-01
0.350000	5.30912626e-01	1.21235351e-01
0.450000	6.27491477e-01	1.91753448e-01
0.550000	6.75628954e-01	2.00973456e-01
0.650000	7.62775315e-01	3.66387185e-01
0.750000	6.17054508e-01	2.22962256e-01
0.850000	7.44204782e-01	3.84695510e-01
0.950000	6.48621978e-01	3.41818885e-01
1.050000	6.15534434e-01	2.08973352e-01
1.150000	4.84894002e-01	3.32373050e-01
1.250000	5.74297690e-01	2.83649794e-01
1.350000	5.90429449e-01	2.65628866e-01
1.450000	4.49308067e-01	3.44618230e-01
1.550000	4.02601210e-01	1.72460650e-01
1.650000	4.06516505e-01	1.13046728e-01
1.750000	3.20405627e-01	9.32790560e-02
1.850000	2.04546120e-01	2.02084786e-01
1.950000	1.85831597e-01	1.28428031e-01
2.050000	1.44731124e-01	9.27761341e-02
2.150000	7.80292543e-02	6.82372909e-02
2.250000	1.08199227e-01	8.13136953e-02
2.350000	3.96332272e-02	4.51524829e-02
