k/<k>	mean_density	std_density
0.050000	5.25252993e-02	7.66197868e-02
0.150000	2.25351815e-01	1.28457367e-01
0.250000	4.08110186e-01	1.89647321e-01
0.350000	5.35585759e-01	1.77059677e-01
0.450000	6.96920666e-01	2.17959381e-01
0.550000	6.55565187e-01	2.80179082e-01
0.650000	8.04474729e-01	2.61609917e-01
0.750000	7.67954309e-01	3.43002316e-01
0.850000	6.49100840e-01	2.70504240e-01
0.950000	6.73344989e-01	2.69975425e-01
1.050000	6.78570649e-01	2.50964478e-01
1.150000	5.29868947e-01	2.36939430e-01
1.250000	6.23466891e-01	2.08465166e-01
1.350000	3.84506042e-01	1.94202227e-01
1.450000	4.50409239e-01	2.38982088e-01
1.550000	4.18326705e-01	2.52756252e-01
1.650000	3.11972545e-01	1.19740550e-01
1.750000	2.43104628e-01	1.19694717e-01
1.850000	2.19190450e-01	1.25470459e-01
1.950000	1.55395176e-01	9.69399762e-02
2.050000	1.56692230e-01	8.25720155e-02
2.150000	1.35458569e-01	9.65106934e-02
2.450000	4.48748826e-02	5.09624268e-02
2.350000	6.80258371e-02	5.82861404e-02
2.650000	1.07435198e-02	2.87897378e-02
2.750000	3.23252452e-03	1.14804962e-02
3.250000	1.91131498e-03	9.16634465e-03
2.550000	2.25902013e-02	4.65225212e-02
2.250000	7.08903345e-02	5.59683438e-02
2.850000	1.83553598e-03	8.80292130e-03
