k/<k>	mean_density	std_density
0.150000	1.95770667e-01	9.68162473e-02
0.250000	4.58582699e-01	1.91383340e-01
0.350000	5.32696098e-01	2.61305228e-01
0.550000	6.23485408e-01	3.18633846e-01
0.650000	7.73806128e-01	3.74452858e-01
0.750000	7.02909196e-01	4.32927389e-01
0.950000	7.19717215e-01	4.26267138e-01
1.050000	7.39351655e-01	3.25696433e-01
1.150000	8.26152884e-01	4.72822326e-01
1.350000	8.23677694e-01	3.61093856e-01
1.450000	4.87889286e-01	3.43763570e-01
1.550000	3.06501897e-01	2.37932370e-01
1.750000	2.43720377e-01	2.28044470e-01
1.850000	2.65940684e-01	1.86897068e-01
1.950000	1.82834727e-01	1.79394152e-01
2.150000	6.48747621e-02	8.15447198e-02
2.250000	4.44961145e-02	7.52256571e-02
0.050000	2.15895715e-02	5.38944541e-02
0.450000	5.59408253e-01	3.15185022e-01
0.850000	5.90116766e-01	2.87118828e-01
1.250000	4.78665084e-01	3.75679262e-01
1.650000	2.88199291e-01	1.43178702e-01
2.050000	5.45305881e-02	1.05900137e-01
2.350000	1.50829563e-02	5.22488931e-02
