k/<k>	mean_density	std_density
0.050000	8.12454179e-02	4.75224563e-02
0.150000	2.45971724e-01	1.71438881e-01
0.250000	4.79562412e-01	2.23430603e-01
0.350000	5.24601282e-01	1.71539463e-01
0.450000	5.78360426e-01	2.40958022e-01
0.550000	7.31155957e-01	2.99202951e-01
0.650000	5.92912660e-01	1.99679326e-01
0.750000	8.27410099e-01	2.79617145e-01
0.850000	6.50419682e-01	2.07220379e-01
0.950000	6.45869489e-01	2.90946671e-01
1.050000	7.08261653e-01	2.60711966e-01
1.150000	6.61283304e-01	2.27335239e-01
1.250000	5.36258224e-01	2.61490006e-01
1.350000	4.71254379e-01	1.93992125e-01
1.450000	4.15024158e-01	2.18666454e-01
1.550000	4.05012660e-01	1.88445694e-01
1.650000	2.81972656e-01	1.61334342e-01
1.750000	2.94579101e-01	1.92971078e-01
1.850000	2.35110285e-01	1.34504554e-01
1.950000	1.54146367e-01	9.48743310e-02
2.050000	1.37153580e-01	9.98852616e-02
2.150000	1.05610788e-01	7.94746789e-02
2.350000	4.34636669e-02	6.93212153e-02
2.250000	8.92050870e-02	8.76099602e-02
2.450000	4.27651763e-02	7.43448845e-02
2.550000	2.44639854e-02	4.42309168e-02
2.650000	1.86751356e-02	5.52183596e-02
2.750000	4.28213582e-03	1.74025515e-02
2.850000	1.07878470e-02	5.12245810e-02
2.950000	1.06022053e-03	6.27234922e-03
3.150000	2.12044105e-03	1.25446984e-02
