mass	count	cc	cc_std
1.1764	12100	0	0
2.25304	3487	0	0
3.11801	1443	0.480168	0.131968
4.31504	1439	0.555205	0.0943181
5.97163	588	0.569522	0.105939
8.2642	304	0.572612	0.11942
11.4369	337	0.57226	0.0948559
15.8276	189	0.574734	0.0936311
21.904	115	0.581273	0.0972336
30.3132	79	0.600066	0.0705956
41.9508	51	0.586852	0.0601463
58.0561	26	0.594284	0.0431416
80.3444	20	0.59118	0.0448957
111.189	7	0.597574	0.037073
153.876	1	0.645944	nan
