mass	count	cc	cc_std
1.1764	18535	0	0
2.25304	4647	0	0
3.11801	1865	0.524446	0.119321
4.31504	1482	0.57821	0.0880509
5.97163	622	0.600486	0.113438
8.2642	287	0.610218	0.111558
11.4369	224	0.627018	0.105222
15.8276	100	0.603901	0.11937
21.904	70	0.616947	0.0935675
30.3132	29	0.58411	0.0866578
41.9508	12	0.605133	0.0863805
58.0561	7	0.592854	0.0348786
80.3444	1	0.634548	nan
